base_rows,staged_rows,base_t_final_ns,staged_t_final_ns,base_x_final_m,staged_x_final_m,final_dx_m,base_epsx_final_mm_mr,staged_epsx_final_mm_mr,final_depsx_mm_mr,rms_dx_m_common_t,max_abs_dx_m_common_t,rms_depsx_mm_mr_common_t,max_abs_depsx_mm_mr_common_t,base_dt_ns_unique,staged_dt_ns_unique,staged_dt_0p1_count,staged_dt_0p05_count
73,95,72.29999999999963,72.30000000000067,0.03479139645306627,0.03479139704389219,5.908259229081558e-10,1.929820568321231,1.9298205441440939,-2.4177137181169428e-08,2.1377084664500679e-10,5.908253886133252e-10,8.868710224850992e-09,2.4177137181169428e-08,0.1,0.05;0.1,50,45
