# File created by ExPDE 
# UCD file format for AVS parallel 
# scalar value 
3105 7824 1 0 0
0 0.500761 0.300946 0.101132
1 0.367551 0.300946 0.101132
2 0.633971 0.300946 0.101132
3 0.300946 0.300946 0.101132
4 0.434156 0.300946 0.101132
5 0.567366 0.300946 0.101132
6 0.700575 0.300946 0.101132
7 0.500761 0.434156 0.101132
8 0.234342 0.434156 0.101132
9 0.76718 0.434156 0.101132
10 0.367551 0.434156 0.101132
11 0.633971 0.434156 0.101132
12 0.300946 0.434156 0.101132
13 0.434156 0.434156 0.101132
14 0.567366 0.434156 0.101132
15 0.700575 0.434156 0.101132
16 0.500761 0.034527 0.367551
17 0.500761 0.567366 0.101132
18 0.234342 0.567366 0.101132
19 0.76718 0.567366 0.101132
20 0.367551 0.567366 0.101132
21 0.633971 0.567366 0.101132
22 0.434156 0.034527 0.367551
23 0.567366 0.034527 0.367551
24 0.300946 0.567366 0.101132
25 0.434156 0.567366 0.101132
26 0.567366 0.567366 0.101132
27 0.700575 0.567366 0.101132
28 0.500761 0.167737 0.367551
29 0.234342 0.167737 0.367551
30 0.76718 0.167737 0.367551
31 0.367551 0.167737 0.367551
32 0.633971 0.167737 0.367551
33 0.500761 0.700575 0.101132
34 0.167737 0.167737 0.367551
35 0.367551 0.700575 0.101132
36 0.300946 0.167737 0.367551
37 0.633971 0.700575 0.101132
38 0.434156 0.167737 0.367551
39 0.567366 0.167737 0.367551
40 0.700575 0.167737 0.367551
41 0.833785 0.167737 0.367551
42 0.300946 0.700575 0.101132
43 0.434156 0.700575 0.101132
44 0.567366 0.700575 0.101132
45 0.700575 0.700575 0.101132
46 0.500761 0.300946 0.367551
47 0.234342 0.300946 0.367551
48 0.76718 0.300946 0.367551
49 0.101132 0.300946 0.367551
50 0.367551 0.300946 0.367551
51 0.633971 0.300946 0.367551
52 0.90039 0.300946 0.367551
53 0.167737 0.300946 0.367551
54 0.300946 0.300946 0.367551
55 0.434156 0.300946 0.367551
56 0.567366 0.300946 0.367551
57 0.700575 0.300946 0.367551
58 0.833785 0.300946 0.367551
59 0.500761 0.434156 0.367551
60 0.234342 0.434156 0.367551
61 0.76718 0.434156 0.367551
62 0.101132 0.434156 0.367551
63 0.367551 0.434156 0.367551
64 0.633971 0.434156 0.367551
65 0.90039 0.434156 0.367551
66 0.034527 0.434156 0.367551
