# File created by ExPDE PARALLEL
# UCD file format for AVS 
# scalar value 
8 1 1 0 0
0 -0.0320778 -0.0320778 -0.0320778
1 1.0336 -0.0320778 -0.0320778
2 -0.0320778 1.0336 -0.0320778
3 1.0336 1.0336 -0.0320778
4 -0.0320778 -0.0320778 1.0336
5 1.0336 -0.0320778 1.0336
6 -0.0320778 1.0336 1.0336
7 1.0336 1.0336 1.0336
0  1  hex  6 4 5 7 2 0 1 3 
1 1
processes 
0 0
1 0
2 0
3 0
4 0
5 0
6 0
7 0

