case,code,dt,global_x,global_z,global_tx,global_tz
SBEND +pi/4,BMAD,runge_kutta,-0.37292,0.90032,-0.70711,0.70711
SBEND +pi/4,OPALX,1.0e-11,-0.3729232286001301,0.9003163161999369,-0.7015314252653512,0.7126385194228312
SBEND +pi/4,OPALX,5.0e-12,-0.3729232286002044,0.9003163161999921,-0.7015314252654051,0.7126385194227782
SBEND +pi/4,OPALX,1.0e-12,-0.3729232286009077,0.900316316199454,-0.7015314252646875,0.7126385194234844
SBEND +pi/4,OPALX,5.0e-13,-0.37292322860175187,0.9003163161990784,-0.7015314252641064,0.7126385194240566
